"JM" "Two" "Comps" "Stat"
"1" 5.6281600173728e-05 0.000497504573076659 "k=1" "SingFunc"
"2" 0.000127152204734039 0.000102875670592098 "k=2" "SingFunc"
"3" 0.00039447584423702 0.000911998485171016 "k=3" "SingFunc"
"4" 0.00128464322324826 0.00143825550596877 "k=1" "FeatLoad"
"5" 0.00418757456890144 0.00416258286139529 "k=2" "FeatLoad"
"6" 0.00851912593590982 0.0085746030213408 "k=3" "FeatLoad"
"7" 0 0.000918901679159645 "all" "difR2"
"8" -65.24316480042 -59.1300297187613 "survLL" "sLL"
"9" 479840.47815458 479311.884842309 "jointLL" "jointLL"
"10" 3.66883210734637 3.64981564322533 "surv_coef" "surv_coef"
"11" 2.15315412533153 2.1082316892921 "surv_coef" "surv_coef"
"12" -0.171329630053238 -0.257208573900742 "surv_coef" "surv_coef"
"13" 0.181359254966279 0.533360339483055 "surv_coef" "surv_coef"
"14" 0.0887960422682062 0.206662832058984 "surv_coef" "surv_coef"
