"JM" "Two" "Comps" "Stat"
"1" 4.72015423530227e-05 0.000154506323080641 "k=1" "SingFunc"
"2" 0.000220642129536875 0.000161497157657635 "k=2" "SingFunc"
"3" 0.000251986940721946 0.000182659251247288 "k=3" "SingFunc"
"4" 0.00125246869306445 0.00124833695083832 "k=1" "FeatLoad"
"5" 0.00479881431316379 0.00475818780190359 "k=2" "FeatLoad"
"6" 0.00718473077740541 0.00717427202188302 "k=3" "FeatLoad"
"7" 0 0.000957418874527716 "all" "difR2"
"8" -46.4006793480288 -45.5741326833438 "survLL" "sLL"
"9" 476959.862107222 476520.079902217 "jointLL" "jointLL"
"10" 3.2218324116433 3.18913447187172 "surv_coef" "surv_coef"
"11" 3.16172564286546 3.07934413938957 "surv_coef" "surv_coef"
"12" -0.0558229297802615 -0.0827968793350135 "surv_coef" "surv_coef"
"13" 0.231026546593355 0.446177087004459 "surv_coef" "surv_coef"
"14" -0.110051654485903 -0.226601852326751 "surv_coef" "surv_coef"
