"JM" "Two" "Comps" "Stat"
"1" 7.86654939318117e-05 0.00114619098269882 "k=1" "SingFunc"
"2" 7.1165173415468e-05 0.000177801764226671 "k=2" "SingFunc"
"3" 0.00062205192644305 0.000826802710663781 "k=3" "SingFunc"
"4" 0.000844677373676054 0.0013335941358559 "k=1" "FeatLoad"
"5" 0.00282643990694324 0.0028311366092377 "k=2" "FeatLoad"
"6" 0.00515068219705329 0.00548322221536645 "k=3" "FeatLoad"
"7" 0 0.000532266429690509 "all" "difR2"
"8" -32.3064981587143 -18.8514554672849 "survLL" "sLL"
"9" 725705.446150432 724695.22589802 "jointLL" "jointLL"
"10" 3.64431937285222 3.62910806848578 "surv_coef" "surv_coef"
"11" 2.55426428150606 2.62727606876558 "surv_coef" "surv_coef"
"12" -0.0983520222857707 -0.200414570729632 "surv_coef" "surv_coef"
"13" 0.284098775854333 0.675421646734601 "surv_coef" "surv_coef"
"14" -0.105522245117717 -0.214341615472647 "surv_coef" "surv_coef"
