"JM" "Two" "Comps" "Stat"
"1" 0.00705830602083672 0.00438787718673929 "k=1" "SingFunc"
"2" 1.49500342199943 1.14301645513843 "k=2" "SingFunc"
"3" 1.82886534915572 1.86452415247601 "k=3" "SingFunc"
"4" 0.00434791766689933 0.0199758113483479 "k=1" "FeatLoad"
"5" 1.01728241106809 0.867800750956388 "k=2" "FeatLoad"
"6" 1.03156590390678 1.19170057844151 "k=3" "FeatLoad"
"7" 0 0.00955923338919706 "all" "difR2"
"8" 19.0974937148539 14.4717336930751 "survLL" "sLL"
"9" 246665.939959599 244800.684897232 "jointLL" "jointLL"
"10" 3.40115967611619 3.05113503632603 "surv_coef" "surv_coef"
"11" 3.62968625794806 2.95002178577834 "surv_coef" "surv_coef"
"12" -0.229482651419663 -0.225841656763981 "surv_coef" "surv_coef"
"13" -0.0657657030822407 0.0838289842571237 "surv_coef" "surv_coef"
"14" 0.362960880860244 0.432967980973865 "surv_coef" "surv_coef"
