"JM" "Two" "Comps" "Stat"
"1" 0.00661090253906418 0.00606727622062395 "k=1" "SingFunc"
"2" 1.59568696598594 1.56283268768052 "k=2" "SingFunc"
"3" 1.72186646032859 1.65455187584351 "k=3" "SingFunc"
"4" 0.00667259263906494 0.0125012698183352 "k=1" "FeatLoad"
"5" 1.03190487040464 1.07408770609617 "k=2" "FeatLoad"
"6" 0.953638784176962 0.8854125556638 "k=3" "FeatLoad"
"7" 0 0.00974964799242273 "all" "difR2"
"8" 23.3524192598092 25.4319911312673 "survLL" "sLL"
"9" 238603.186007822 238342.540773613 "jointLL" "jointLL"
"10" 3.45204054795326 3.08993751949977 "surv_coef" "surv_coef"
"11" 2.29201864859676 2.17476027048109 "surv_coef" "surv_coef"
"12" 0.0244384650692181 -0.048450193459988 "surv_coef" "surv_coef"
"13" 0.0324405241490915 -0.0123023189414286 "surv_coef" "surv_coef"
"14" -0.222777872835504 -0.478920456757964 "surv_coef" "surv_coef"
