"JM" "Two" "Comps" "Stat"
"1" 2.38673003535267e-05 0.000354242641457671 "k=1" "SingFunc"
"2" 0.000157902697955937 0.000237170189610409 "k=2" "SingFunc"
"3" 0.000324537538097855 0.00100438473594053 "k=3" "SingFunc"
"4" 0.000815623873544502 0.00107016863170739 "k=1" "FeatLoad"
"5" 0.00398225388286676 0.00398610403395036 "k=2" "FeatLoad"
"6" 0.00523670348960045 0.0055250082176232 "k=3" "FeatLoad"
"7" 0 0.000669701914419951 "all" "difR2"
"8" 41.0808382942736 47.4977997746791 "survLL" "sLL"
"9" 746683.924994806 745876.792662541 "jointLL" "jointLL"
"10" 3.30500575613308 3.22493747855968 "surv_coef" "surv_coef"
"11" 2.35480746519278 2.29159668930969 "surv_coef" "surv_coef"
"12" -0.0211650776609402 -0.0850840058184711 "surv_coef" "surv_coef"
"13" 0.184375257680104 0.451674882378268 "surv_coef" "surv_coef"
"14" -0.105883141531289 -0.225047629992821 "surv_coef" "surv_coef"
