"JM" "Two" "Comps" "Stat"
"1" 0.000221043410116574 0.00171015353669331 "k=1" "SingFunc"
"2" 0.000313079276677502 0.00194822555226284 "k=2" "SingFunc"
"3" 0.00483908085247854 0.00937829721714233 "k=3" "SingFunc"
"4" 0.00118457728125771 0.00295004905514581 "k=1" "FeatLoad"
"5" 0.00716745149913136 0.00940239992996535 "k=2" "FeatLoad"
"6" 0.00748216891607667 0.0076455827617968 "k=3" "FeatLoad"
"7" 0 0.0005595957397313 "all" "difR2"
"8" 29.4621232118696 35.8685567868242 "survLL" "sLL"
"9" 493615.067700225 492780.302771661 "jointLL" "jointLL"
"10" 3.07695821014631 2.84350261410826 "surv_coef" "surv_coef"
"11" 3.98767018256489 3.66468695713058 "surv_coef" "surv_coef"
"12" -0.16733360943668 -0.3494760357306 "surv_coef" "surv_coef"
"13" 0.242932977830648 0.56136534936919 "surv_coef" "surv_coef"
"14" -0.00611055840764933 0.00733866977226594 "surv_coef" "surv_coef"
