"JM" "Two" "Comps" "Stat"
"1" 7.45817279960351e-05 0.000713872941055834 "k=1" "SingFunc"
"2" 0.000136390876680355 0.000390653965545778 "k=2" "SingFunc"
"3" 0.000267998644908774 0.000777505633964251 "k=3" "SingFunc"
"4" 0.000767008823315345 0.00109645161853967 "k=1" "FeatLoad"
"5" 0.00458278033606217 0.00473814738126396 "k=2" "FeatLoad"
"6" 0.00627990695032004 0.00625566793792302 "k=3" "FeatLoad"
"7" 0 0.000571773045410562 "all" "difR2"
"8" 87.4098571854563 96.3164737369051 "survLL" "sLL"
"9" 718401.086446607 717483.723929902 "jointLL" "jointLL"
"10" 3.21636054651219 2.98869779803055 "surv_coef" "surv_coef"
"11" 2.63438449927292 2.5373770575888 "surv_coef" "surv_coef"
"12" -0.127124631357176 -0.244519311924112 "surv_coef" "surv_coef"
"13" 0.27412389452743 0.596301686876408 "surv_coef" "surv_coef"
"14" 0.0812026876376706 0.164274820901687 "surv_coef" "surv_coef"
