"JM" "Two" "Comps" "Stat"
"1" 0.00836191583169893 0.00204665079089892 "k=1" "SingFunc"
"2" 0.00304344029023363 0.000869481241380817 "k=2" "SingFunc"
"3" 0.284497639903052 0.141496303214621 "k=3" "SingFunc"
"4" 0.00274483594893279 0.00279688641026939 "k=1" "FeatLoad"
"5" 0.0184401682796084 0.0147018497803428 "k=2" "FeatLoad"
"6" 0.0506461478556491 0.0423687499824016 "k=3" "FeatLoad"
"7" 0 0.000437720957771282 "all" "difR2"
"8" 22.4931828287304 23.952046634698 "survLL" "sLL"
"9" 240204.775359109 241469.720715822 "jointLL" "jointLL"
"10" 4.78426292391791 4.80766518625807 "surv_coef" "surv_coef"
"11" 3.93440405728601 3.5062274305495 "surv_coef" "surv_coef"
"12" -0.153002916682173 -0.208839570839326 "surv_coef" "surv_coef"
"13" 0.154978659093784 0.213874053724708 "surv_coef" "surv_coef"
"14" -0.0781470894303423 -0.316466858644312 "surv_coef" "surv_coef"
