"JM" "Two" "Comps" "Stat"
"1" 0.00429832741093717 0.0103784011032669 "k=1" "SingFunc"
"2" 0.0391276068054321 0.0567188893165594 "k=2" "SingFunc"
"3" 1.66147260965793 1.72017057991979 "k=3" "SingFunc"
"4" 0.0305981755506112 0.0133058023350712 "k=1" "FeatLoad"
"5" 0.14290607781664 0.368129892388734 "k=2" "FeatLoad"
"6" 0.312886849470321 1.08992763323867 "k=3" "FeatLoad"
"7" 0 0.0452406913365315 "all" "difR2"
"8" 18.4687849372228 22.3540601365348 "survLL" "sLL"
"9" 217068.338142915 216231.705423953 "jointLL" "jointLL"
"10" 3.7288512662044 3.36004636959996 "surv_coef" "surv_coef"
"11" 2.36336692593416 2.11925179221543 "surv_coef" "surv_coef"
"12" 0.262525155142975 0.144291039907443 "surv_coef" "surv_coef"
"13" 0.0626334888814925 0.174638009327686 "surv_coef" "surv_coef"
"14" -0.35525727409523 -0.475257095750343 "surv_coef" "surv_coef"
