"JM" "Two" "Comps" "Stat"
"1" 0.000554540451840182 0.0510103487151403 "k=1" "SingFunc"
"2" 0.000444215516281184 0.0476594369699942 "k=2" "SingFunc"
"3" 0.00879939366728607 1.9106629257025 "k=3" "SingFunc"
"4" 0.00225629853847436 0.0183883381643917 "k=1" "FeatLoad"
"5" 0.0148808626944759 0.814138623643999 "k=2" "FeatLoad"
"6" 0.0144453458800679 2.7068041148579 "k=3" "FeatLoad"
"7" 0 0.0223575058081344 "all" "difR2"
"8" 24.5607441333429 23.9529787097706 "survLL" "sLL"
"9" 248893.898504025 236606.179837645 "jointLL" "jointLL"
"10" 3.41647232959785 3.50446909717247 "surv_coef" "surv_coef"
"11" 2.85629178304084 3.01903925331958 "surv_coef" "surv_coef"
"12" -0.0967673013250031 -0.108545247721961 "surv_coef" "surv_coef"
"13" 0.226182708715833 -0.0194853336381756 "surv_coef" "surv_coef"
"14" -0.0767649203097042 -0.297067567226894 "surv_coef" "surv_coef"
