"JM" "Two" "Comps" "Stat"
"1" 0.000100387602869968 0.000554414177778404 "k=1" "SingFunc"
"2" 0.000132355584879308 0.000424890904529291 "k=2" "SingFunc"
"3" 0.000899424686213794 0.0002389552476126 "k=3" "SingFunc"
"4" 0.000733369421390941 0.00100755796251593 "k=1" "FeatLoad"
"5" 0.00456980999955601 0.00443031578293134 "k=2" "FeatLoad"
"6" 0.00527787741526451 0.0054774533580929 "k=3" "FeatLoad"
"7" 0 0.000584975870732363 "all" "difR2"
"8" 83.684553392241 86.8048719343986 "survLL" "sLL"
"9" 751042.777973294 750214.71894803 "jointLL" "jointLL"
"10" 3.199549156204 3.10323649400775 "surv_coef" "surv_coef"
"11" 2.63791769124513 2.49704341400768 "surv_coef" "surv_coef"
"12" -0.131209363130193 -0.245209464114852 "surv_coef" "surv_coef"
"13" 0.266123788065562 0.521819561254507 "surv_coef" "surv_coef"
"14" -0.0371914871148854 -0.0590150193914155 "surv_coef" "surv_coef"
