"JM" "Two" "Comps" "Stat"
"1" 0.000854699295559575 0.0182132088042597 "k=1" "SingFunc"
"2" 1.76795112503334 0.533325067605776 "k=2" "SingFunc"
"3" 1.86462239864098 1.80013606031599 "k=3" "SingFunc"
"4" 0.00252986591719824 0.0584439603854466 "k=1" "FeatLoad"
"5" 1.0133035650124 0.823644242451448 "k=2" "FeatLoad"
"6" 1.01372704325816 1.2314214831959 "k=3" "FeatLoad"
"7" 0 0.0197425761520998 "all" "difR2"
"8" 15.4021389339997 10.273488686144 "survLL" "sLL"
"9" 246630.473949106 235543.022064607 "jointLL" "jointLL"
"10" 4.14233713938141 3.84083485080225 "surv_coef" "surv_coef"
"11" 3.18831892983722 3.53289458134215 "surv_coef" "surv_coef"
"12" -0.151876560170461 0.0253320325814978 "surv_coef" "surv_coef"
"13" 0.17954878263268 -0.10941311679505 "surv_coef" "surv_coef"
"14" 0.367758949565531 0.438450140094347 "surv_coef" "surv_coef"
