"JM" "Two" "Comps" "Stat"
"1" 0.00019171342604136 0.000551451953768118 "k=1" "SingFunc"
"2" 0.00014937984431523 0.000175012334040937 "k=2" "SingFunc"
"3" 0.00018579714279286 0.00137711957243235 "k=3" "SingFunc"
"4" 0.000711682888474078 0.000812630644274345 "k=1" "FeatLoad"
"5" 0.00443292917107156 0.00434691474724319 "k=2" "FeatLoad"
"6" 0.00663240974826696 0.0065673433976524 "k=3" "FeatLoad"
"7" 0 0.000648750988033964 "all" "difR2"
"8" 87.4432630448198 88.5466495249782 "survLL" "sLL"
"9" 729951.555708003 729060.542635222 "jointLL" "jointLL"
"10" 3.62439500151559 3.47182772408829 "surv_coef" "surv_coef"
"11" 2.39614898774297 2.22560723572748 "surv_coef" "surv_coef"
"12" -0.155256199310148 -0.232680663337359 "surv_coef" "surv_coef"
"13" 0.232570694760297 0.448869695311075 "surv_coef" "surv_coef"
"14" -0.0152819551723061 -0.0419525168921612 "surv_coef" "surv_coef"
