"JM" "Two" "Comps" "Stat"
"1" 0.0209708633377644 0.000810026614719677 "k=1" "SingFunc"
"2" 0.00681451813107191 0.00018480836086198 "k=2" "SingFunc"
"3" 0.545794135122989 0.000215577961416128 "k=3" "SingFunc"
"4" 0.00676452007453541 0.00104686331591268 "k=1" "FeatLoad"
"5" 0.0174716143995648 0.00402150062023818 "k=2" "FeatLoad"
"6" 0.0438887319187679 0.00671167597193309 "k=3" "FeatLoad"
"7" 0 0.000656914357138549 "all" "difR2"
"8" 74.9254833014336 74.1056768066161 "survLL" "sLL"
"9" 713881.732751793 731930.007288979 "jointLL" "jointLL"
"10" 3.08190646554696 2.88383517052256 "surv_coef" "surv_coef"
"11" 3.42607190504968 2.82047302574224 "surv_coef" "surv_coef"
"12" -0.353975472565281 -0.18789746290545 "surv_coef" "surv_coef"
"13" 0.330071193466809 0.588081770364432 "surv_coef" "surv_coef"
"14" -0.0657561334176472 0.00470328044533485 "surv_coef" "surv_coef"
