"","Time","Type","Method"
"1",23742.162,"MF","JM"
"2",8.20999999999913,"DP","JM"
"3",21700.504,"MF","JM_S"
"4",6.35700000000361,"DP","JM_S"
"5",0.222999999998137,"MF","CPH"
"6",1.87100000000646,"DP","CPH"
