"","Time","Type","Method"
"1",20376.225,"MF","JM"
"2",8.33000000000175,"DP","JM"
"3",19486.311,"MF","JM_S"
"4",7.65999999999622,"DP","JM_S"
"5",0.0970000000015716,"MF","CPH"
"6",5.23700000000099,"DP","CPH"
