"","Time","Type","Method"
"1",40304.906,"MF","JM"
"2",9.82300000000396,"DP","JM"
"3",38520.446,"MF","JM_S"
"4",6.93300000000454,"DP","JM_S"
"5",0.210999999995693,"MF","CPH"
"6",1.78399999999965,"DP","CPH"
