"","Time","Type","Method"
"1",37713.153,"MF","JM"
"2",10.6739999999991,"DP","JM"
"3",31677.546,"MF","JM_S"
"4",10.5120000000024,"DP","JM_S"
"5",0.190999999991618,"MF","CPH"
"6",5.77599999999802,"DP","CPH"
