"","Time","Type","Method"
"1",26438.683,"MF","JM"
"2",10.0709999999999,"DP","JM"
"3",25273.353,"MF","JM_S"
"4",10.1419999999998,"DP","JM_S"
"5",0.196000000003551,"MF","CPH"
"6",5.33600000000297,"DP","CPH"
