"","iAUC","iBS","LmT","Method"
"1",0.687215999896841,0.0676568366694997,12,"JM"
"2",0.676373741898369,0.0711018752926242,12,"JM_S"
"3",0.662261800449718,0.0690206078825634,12,"CPH"
