"","iAUC","iBS","LmT","Method"
"1",0.679982617461962,0.0636606689172432,12,"JM"
"2",0.591501942770858,0.0651041496542578,12,"JM_S"
"3",0.646195841862145,0.0652915717477224,12,"CPH"
