"","iAUC","iBS","LmT","Method"
"1",0.556686429190681,0.120716773516041,24,"JM"
"2",0.368967651113095,0.13137524401293,24,"JM_S"
"3",0.628664430851984,0.116433485772375,24,"CPH"
