"","Time","Type","Method"
"1",36612.107,"MF","JM"
"2",13.5880000000034,"DP","JM"
"3",35375.791,"MF","JM_S"
"4",11.6640000000043,"DP","JM_S"
"5",0.302999999999884,"MF","CPH"
"6",5.75,"DP","CPH"
