"","iAUC","iBS","LmT","Method"
"1",0.64028076584477,0.106937281721533,18,"JM"
"2",0.58793309479264,0.110462809572879,18,"JM_S"
"3",0.605176153331054,0.108493926997269,18,"CPH"
