"","iAUC","iBS","LmT","Method"
"1",0.813156628226511,0.0554351173264454,12,"JM"
"2",0.611939933720845,0.059047517389748,12,"JM_S"
"3",0.797081304283603,0.0559815864956071,12,"CPH"
