"","Time","Type","Method"
"1",33547.294,"MF","JM"
"2",12.2010000000009,"DP","JM"
"3",33315.477,"MF","JM_S"
"4",12.0979999999981,"DP","JM_S"
"5",0.173999999999069,"MF","CPH"
"6",7.66899999999441,"DP","CPH"
