"","Time","Type","Method"
"1",30321.809,"MF","JM"
"2",13.1409999999996,"DP","JM"
"3",29695.171,"MF","JM_S"
"4",12.5610000000015,"DP","JM_S"
"5",0.184999999997672,"MF","CPH"
"6",8.10199999999895,"DP","CPH"
