"","Time","Type","Method"
"1",40275.38,"MF","JM"
"2",12.9219999999987,"DP","JM"
"3",38161.66,"MF","JM_S"
"4",11.2069999999949,"DP","JM_S"
"5",0.378000000011525,"MF","CPH"
"6",3.37699999999313,"DP","CPH"
