"","iAUC","iBS","LmT","Method"
"1",0.682250087935736,0.0949924259324189,18,"JM"
"2",0.664712408809083,0.103507420522928,18,"JM_S"
"3",0.606407112003966,0.0955071800732318,18,"CPH"
