"","Time","Type","Method"
"1",19607.547,"MF","JM"
"2",3.82600000000093,"DP","JM"
"3",17517.368,"MF","JM_S"
"4",3.10299999999552,"DP","JM_S"
"5",0.107000000003609,"MF","CPH"
"6",0.658000000003085,"DP","CPH"
