"","Time","Type","Method"
"1",26006.958,"MF","JM"
"2",9.58499999999913,"DP","JM"
"3",25876.626,"MF","JM_S"
"4",8.93499999999767,"DP","JM_S"
"5",0.161000000000058,"MF","CPH"
"6",4.69000000000233,"DP","CPH"
