"","Time","Type","Method"
"1",17879.315,"MF","JM"
"2",7.87700000000041,"DP","JM"
"3",22922.292,"MF","JM_S"
"4",4.67199999999866,"DP","JM_S"
"5",0.102000000006228,"MF","CPH"
"6",1.5,"DP","CPH"
