"","Time","Type","Method"
"1",27596.415,"MF","JM"
"2",8.86300000000119,"DP","JM"
"3",25822.072,"MF","JM_S"
"4",7.79899999999907,"DP","JM_S"
"5",0.151000000005297,"MF","CPH"
"6",4.24399999999878,"DP","CPH"
