"","iAUC","iBS","LmT","Method"
"1",0.709630546552331,0.101665070609336,18,"JM"
"2",0.548712380979192,0.111276424418573,18,"JM_S"
"3",0.732578729099706,0.106268287383485,18,"CPH"
