"","Time","Type","Method"
"1",28083.108,"MF","JM"
"2",6.33199999999852,"DP","JM"
"3",27943.371,"MF","JM_S"
"4",5.36700000000565,"DP","JM_S"
"5",0.174999999995634,"MF","CPH"
"6",1.47499999999854,"DP","CPH"
