"","Time","Type","Method"
"1",27694.415,"MF","JM"
"2",5.5470000000023,"DP","JM"
"3",27819.388,"MF","JM_S"
"4",5.58000000000175,"DP","JM_S"
"5",0.14600000000064,"MF","CPH"
"6",1.54099999999744,"DP","CPH"
