"","Time","Type","Method"
"1",35772.024,"MF","JM"
"2",18.5030000000042,"DP","JM"
"3",34487.149,"MF","JM_S"
"4",14.0800000000017,"DP","JM_S"
"5",0.182000000000698,"MF","CPH"
"6",8.13499999999476,"DP","CPH"
