"","iAUC","iBS","LmT","Method"
"1",0.690897680214403,0.0615980137568369,12,"JM"
"2",0.373801746488308,0.0669851003946015,12,"JM_S"
"3",0.761088422698246,0.0626963388866294,12,"CPH"
