"","Time","Type","Method"
"1",29478.034,"MF","JM"
"2",5.41100000000006,"DP","JM"
"3",28953.585,"MF","JM_S"
"4",4.78300000000309,"DP","JM_S"
"5",0.154999999998836,"MF","CPH"
"6",0.955999999998312,"DP","CPH"
