"","iAUC","iBS","LmT","Method"
"1",0.645560876158997,0.0972748403903116,18,"JM"
"2",0.58748184133356,0.105472592356614,18,"JM_S"
"3",0.659402920595346,0.0914134363717223,18,"CPH"
