"","iAUC","iBS","LmT","Method"
"1",0.498985279708266,0.143341831261416,24,"JM"
"2",0.534480034228091,0.129727076407977,24,"JM_S"
"3",0.566732806578489,0.133833636149147,24,"CPH"
