"","Time","Type","Method"
"1",23451.458,"MF","JM"
"2",10.7919999999976,"DP","JM"
"3",16513.377,"MF","JM_S"
"4",7.18600000000151,"DP","JM_S"
"5",0.0910000000003492,"MF","CPH"
"6",4.59399999999732,"DP","CPH"
