"","iAUC","iBS","LmT","Method"
"1",0.739402387924762,0.0832516187088021,18,"JM"
"2",0.639364094106517,0.0880801030291724,18,"JM_S"
"3",0.695314809027737,0.0845883821719065,18,"CPH"
