"","Time","Type","Method"
"1",32997.938,"MF","JM"
"2",4.03300000000309,"DP","JM"
"3",19976.05,"MF","JM_S"
"4",3.3859999999986,"DP","JM_S"
"5",0.10399999999936,"MF","CPH"
"6",0.826999999997497,"DP","CPH"
