"","Time","Type","Method"
"1",33559.172,"MF","JM"
"2",14.1840000000011,"DP","JM"
"3",32845.709,"MF","JM_S"
"4",12.2969999999914,"DP","JM_S"
"5",0.163000000000466,"MF","CPH"
"6",7.85499999999593,"DP","CPH"
