"","iAUC","iBS","LmT","Method"
"1",0.732538968977216,0.0951464945692407,12,"JM"
"2",0.726594184540001,0.101094329977296,12,"JM_S"
"3",0.688922606640204,0.100412161759102,12,"CPH"
