"","iAUC","iBS","LmT","Method"
"1",0.591086936818689,0.113576800655754,24,"JM"
"2",0.471543352574316,0.115651182729125,24,"JM_S"
"3",0.674049636499635,0.114040821645167,24,"CPH"
