"","iAUC","iBS","LmT","Method"
"1",0.506168107169114,0.0939332883200627,18,"JM"
"2",0.427951940221958,0.11001333579536,18,"JM_S"
"3",0.542230607633568,0.0951274305967655,18,"CPH"
