"","Time","Type","Method"
"1",19792.043,"MF","JM"
"2",6.70300000000134,"DP","JM"
"3",19518.501,"MF","JM_S"
"4",6.54000000000087,"DP","JM_S"
"5",0.124000000003434,"MF","CPH"
"6",3.68599999999424,"DP","CPH"
