"","iAUC","iBS","LmT","Method"
"1",0.742239415067489,0.094606781445254,18,"JM"
"2",0.580832365092157,0.110731997958761,18,"JM_S"
"3",0.752771748376827,0.090897840028113,18,"CPH"
