"","Time","Type","Method"
"1",20013.77,"MF","JM"
"2",7.70499999999811,"DP","JM"
"3",19180.214,"MF","JM_S"
"4",8.70300000000134,"DP","JM_S"
"5",0.138999999995576,"MF","CPH"
"6",5.08899999999994,"DP","CPH"
