"","Time","Type","Method"
"1",34822.717,"MF","JM"
"2",9.69700000000012,"DP","JM"
"3",33220.551,"MF","JM_S"
"4",8.66400000000431,"DP","JM_S"
"5",0.176000000006752,"MF","CPH"
"6",4.67199999999139,"DP","CPH"
