"","iAUC","iBS","LmT","Method"
"1",0.604327847539673,0.106481999220568,24,"JM"
"2",0.570705859633779,0.106120705526982,24,"JM_S"
"3",0.608873114729641,0.112525878301618,24,"CPH"
