"","iAUC","iBS","LmT","Method"
"1",0.660335780582369,0.0831019592194429,12,"JM"
"2",0.604701723159667,0.0864965603877005,12,"JM_S"
"3",0.650434805875527,0.0834221576548263,12,"CPH"
