"","Time","Type","Method"
"1",35971.74,"MF","JM"
"2",21.9519999999975,"DP","JM"
"3",34922.771,"MF","JM_S"
"4",14.9079999999958,"DP","JM_S"
"5",0.332999999998719,"MF","CPH"
"6",12.7770000000019,"DP","CPH"
