"","iAUC","iBS","LmT","Method"
"1",0.649598671140822,0.0802355399305224,12,"JM"
"2",0.660011522078225,0.0821873764948312,12,"JM_S"
"3",0.617240772377366,0.0821904212141652,12,"CPH"
