"","iAUC","iBS","LmT","Method"
"1",0.645689205517909,0.0828648994569118,18,"JM"
"2",0.691557733153648,0.0796591805636008,18,"JM_S"
"3",0.600055306591028,0.0846300666598159,18,"CPH"
