"","Time","Type","Method"
"1",34679.199,"MF","JM"
"2",10.1880000000019,"DP","JM"
"3",33523.466,"MF","JM_S"
"4",8.68900000001304,"DP","JM_S"
"5",0.18399999999383,"MF","CPH"
"6",4.51799999999639,"DP","CPH"
