"","iAUC","iBS","LmT","Method"
"1",0.540713098462404,0.138873067624673,24,"JM"
"2",0.429098288070769,0.142235450545735,24,"JM_S"
"3",0.643620733985134,0.124227133830389,24,"CPH"
