"","Time","Type","Method"
"1",36029.205,"MF","JM"
"2",6.66300000000047,"DP","JM"
"3",31610.265,"MF","JM_S"
"4",5.80499999999302,"DP","JM_S"
"5",0.160000000003492,"MF","CPH"
"6",1.34599999999045,"DP","CPH"
