"","iAUC","iBS","LmT","Method"
"1",0.720459945413675,0.100759038333565,18,"JM"
"2",0.51961026277359,0.10843577762632,18,"JM_S"
"3",0.735069204877824,0.095157312014087,18,"CPH"
