"","Time","Type","Method"
"1",18008.171,"MF","JM"
"2",3.29200000000128,"DP","JM"
"3",24502.816,"MF","JM_S"
"4",6.50799999999435,"DP","JM_S"
"5",0.193000000006577,"MF","CPH"
"6",1.44900000000052,"DP","CPH"
